video_name	category_name	group_name
yt-r2jZ0zZrqzQ_45.mp4	crying	group2
yt-nS2QqSQbjOQ_39.mp4	crying	group3
yt-3aTDYxyF6bc_35.mp4	crying	group4
yt--JnTDuElzXQ_121.mp4	pitching	group4
yt-GWgG8PVM1iw_34.mp4	pitching	group5
yt-9pYW_TqVpU4_43.mp4	pitching	group1
yt-ABgPwG7Ggn4_41.mp4	pitching	group2
yt-JizcV7kYuqM_132.mp4	wrestling	group4
yt-qlR-TG7veA4_17.mp4	wrestling	group5
yt-tDRPy0Rj6AU_141.mp4	wrestling	group1
yt-Z0nfPTEEOLo_85.mp4	wrestling	group2
yt-feTWuKPZA_k_34.mp4	raising	group3
yt-W00vtWnXgIk_73.mp4	raising	group4
yt-cEvK2aS5ehU_8.mp4	raising	group5
yt-GK83AyP3XXc_704.mp4	raising	group1
yt-D99Pp5JlUQI_47.mp4	skipping	group5
yt-tkUGDrn-XYg_2.mp4	skipping	group1
yt-h09NHEfoKb0_8.mp4	skipping	group2
yt-SkIJvj6KNOo_33.mp4	skipping	group3
yt-fLNDhX22diw_98.mp4	constructing	group1
yt-V5iQ3MbihnI_103.mp4	constructing	group2
yt-SGTgMItFkxY_172.mp4	constructing	group3
yt-kuzdrmHa-W0_39.mp4	constructing	group4
yt--C2DDZ7LOQA_95.mp4	constructing	group5
yt-nA-1mD3ky2c_37.mp4	constructing	group1
yt-LQrnLKP5tiQ_48.mp4	constructing	group2
yt-p-kbRhTdyiQ_31.mp4	washing	group4
wc-Mf8SQpviaD6D_17.mp4	washing	group5
yt-yAtHuDsadu8_102.mp4	washing	group1
yt-mDil5vGZb14_4049.mp4	washing	group2
yt-JPsTqfqfPIY_319.mp4	guarding	group1
flickr-southeasternstar-3464778323_10.mp4	guarding	group2
yt-UKrWbJEs7pw_74.mp4	guarding	group3
flickr-thelastdon-8662706978_3.mp4	guarding	group4
yt-g_CLzrCYHoc_7.mp4	sweeping	group4
yt-QFGyhhr1KSQ_9.mp4	sweeping	group5
yt-sWJc_Do8EaI_32.mp4	sweeping	group1
yt-NNl5SiIQHsA_29.mp4	sweeping	group2
yt--UhwpukdyBg_51.mp4	chopping	group2
yt-j3Sk8ZnAiEA_32.mp4	chopping	group3
yt-N7ztk2fa3Ls_137.mp4	chopping	group4
yt-wjBwgccZM5k_150.mp4	chopping	group5
yt-r4st6Mt4EE8_85.mp4	chopping	group1
yt-AKnqtBjARlM_118.mp4	chopping	group2
yt-NOnR6C2sjpI_97.mp4	chopping	group3
yt-Ndwek2tpIOA_169.mp4	chopping	group4
yt-0n0uppNuUus_15.mp4	chopping	group5
yt-CeOZeB1LXwE_79.mp4	chopping	group1
yt-Q6BFO3Yz0zY_363.mp4	chopping	group2
yt-iCGU1R75BZo_52.mp4	chopping	group3
flickr-seattlemcneals-996953_3.mp4	falling	group2
wc-3IayTPy_A3nF_17.mp4	falling	group3
yt-7XDVHp75fu4_93.mp4	falling	group4
yt-uT4MXm0UBJM_64.mp4	falling	group5
yt-O_4DgW-XKvA_35.mp4	falling	group1
yt-ol2u_-gd0-o_13.mp4	unpacking	group3
yt-d5jBQ-LOW2I_17.mp4	unpacking	group4
yt-pGtq_Y0PUAw_28.mp4	unpacking	group5
yt-mI9voWol7cE_104.mp4	unpacking	group1
yt-ROhKDdF1gV4_21.mp4	spreading	group5
yt-q5Wp_yDLujU_108.mp4	spreading	group1
yt-aVKIgTiQp9A_29.mp4	spreading	group2
yt-j3aQHA2TVq4_38.mp4	spreading	group3
yt-A-RhzHTz38g_21.mp4	tickling	group3
yt-kNZUFy3cbjQ_9.mp4	tickling	group4
yt-qOPJfTB1klY_1.mp4	tickling	group5
yt-oM9oaz2ytSY_140.mp4	tickling	group1
yt-y6JsUW0eSW8_32.mp4	tickling	group2
yt-SvCjZ59S9wk_211.mp4	racing	group5
yt-e5ua5Pj86E4_63.mp4	racing	group1
yt-e5ua5Pj86E4_140.mp4	racing	group2
yt-6B69qmkEdTI_1.mp4	racing	group3
yt-3TF_RGo9cLs_541.mp4	racing	group4
yt-BFA07F4L4S0_22.mp4	kneeling	group1
yt-FsylDeYfcxU_24.mp4	kneeling	group2
yt-iAKjTYYkXwk_10.mp4	kneeling	group3
yt-UzWRbs9Syf4_7.mp4	kneeling	group4
yt-yhHs1BmQp2Y_54.mp4	kneeling	group5
T98offKWxso_127.mp4	slipping	group2
flickr-clarkstonscamp-4863427159_1.mp4	slipping	group3
flickr-quinn3411-4569727219_1.mp4	slipping	group4
flickr-slruok-8006772217_6.mp4	slipping	group5
yt-pPIHiIYSjW8_653.mp4	locking	group4
yt-NQSCGMpo-p8_118.mp4	locking	group5
yt-p-ID-wUYoHY_52.mp4	locking	group1
yt-F1X_vq0Zioc_154.mp4	locking	group2
yt-ja8Pmpik_ao_112.mp4	locking	group3
yt-nwa8jP9fa1Y_767.mp4	smoking	group5
wc-zkO_omg3nTvg_5.mp4	smoking	group1
yt-nB2WgvYt7bA_170.mp4	smoking	group2
yt-0qfEA1ZFWjA_123.mp4	smoking	group3
yt-sC9suzTl1Y0_66.mp4	waving	group4
wc-DVD7mCf3fqw1_2.mp4	waving	group5
yt-sC9suzTl1Y0_22.mp4	waving	group1
zAKvYNtmhuc_772.mp4	waving	group2
nvbAwZOKBS8_23.mp4	weeding	group1
yt-gCKmHV5tdSk_59.mp4	weeding	group2
yt-bWXohhodbjg_98.mp4	weeding	group3
yt-4BAsE47kJNk_88.mp4	weeding	group4
yt_R-3UiB_5en3gg_145.mp4	opening	group5
yt-JTVyt-eu4VI_1.mp4	opening	group1
yt_R-0ngqGSOeXEc_415.mp4	opening	group2
yt-gzjV6YoK6X0_3.mp4	opening	group3
yt-mMnlzv6cfH4_134.mp4	opening	group4
yt-iiGwN9FQrZo_1.mp4	opening	group5
yt-uY5xsUKn8zU_17.mp4	stopping	group2
nPwtvvPgdNc_39.mp4	stopping	group3
yt-OEY9O2MglQM_7.mp4	stopping	group4
yt-VgJZl9SddCQ_8.mp4	stopping	group5
yt-lNevNqA8sIs_54.mp4	stopping	group1
yt-W4Shvmb1JYs_258.mp4	handwriting	group3
yt-TxU1H5A6BaQ_52.mp4	handwriting	group4
yt-pZRvYLT6SmU_40.mp4	handwriting	group5
yt-vQGD-rJyMw4_166.mp4	handwriting	group1
yt-iT6jsSikmGM_4.mp4	handwriting	group2
yt-QTGIhecBZjc_19.mp4	throwing	group2
yt-qp46Jph_oCQ_1.mp4	throwing	group3
yt-un00Oks5uVc_7.mp4	throwing	group4
yt-G40PW6hfb2c_5.mp4	throwing	group5
yt-Oxu6w0Zx9dQ_3.mp4	throwing	group1
yt-OLDm2slgfA4_3.mp4	throwing	group2
yt-4i1b6NQ9NKs_5.mp4	throwing	group3
yt-cWBQB8CxsVY_69.mp4	stacking	group3
yt-JkKOG9Fxykc_94.mp4	stacking	group4
yt-Kwfwhd07dVo_2.mp4	stacking	group5
yt-2WPmM2vIuBE_41.mp4	stacking	group1
yt-hQ5pge893b4_6.mp4	stacking	group2
yt-H-qQ0oE1kwM_6.mp4	placing	group4
yt-BrepyEWKrPQ_20.mp4	placing	group5
yt--5ls65Ue1RA_52.mp4	placing	group1
yt-Iu2ZPHLqXuY_32.mp4	placing	group2
3dzza09VbXY_235.mp4	burning	group1
yt-BAwvfRmE1LU_79.mp4	burning	group2
yt-Wr5pSPApQDw_235.mp4	burning	group3
yt-tqxZlasEvZA_15.mp4	burning	group4
yt-BLmwmX-mni8_56.mp4	burning	group5
yt-1n1jTroiwJs_163.mp4	burning	group1
yt-e9ttJw0BUuU_40.mp4	burning	group2
wc-ujHd_fPVcSlX_10.mp4	burning	group3
yt-zpoIiHGRm5k_296.mp4	burning	group4
yt-nn-8LZcafGs_25.mp4	burning	group5
yt-NuZy8Rjk4d0_156.mp4	burning	group1
yt-N1DlS9B00G0_23.mp4	burning	group2
yt-u0N1IsXxLM4_103.mp4	burning	group3
yt-BLmwmX-mni8_1030.mp4	burning	group4
yt-nn-8LZcafGs_35.mp4	burning	group5
yt-4Qz0m5IYh10_167.mp4	burning	group1
yt-cjndulbUtRc_51.mp4	burning	group2
yt-72bAjwP-nWM_30.mp4	burning	group3
yt-tqxZlasEvZA_43.mp4	burning	group4
wc-NzEeGIXLxvwp_19.mp4	burning	group5
yt-xBhTD9mVR7s_43.mp4	burning	group1
yt-GytLOB9Qjro_76.mp4	burning	group2
yt-oVS_k_9upmo_205.mp4	burning	group3
wc-rs31_SV1Opy__6.mp4	burning	group4
yt-NFb0SUCeiro_158.mp4	burning	group5
yt-xBhTD9mVR7s_90.mp4	burning	group1
yt-vjed5qyKqZw_1.mp4	paying	group3
yt-4NjyKFnwHBo_13.mp4	paying	group4
yt-YMI27rk5qUQ_117.mp4	paying	group5
DV6V38rplag_215.mp4	paying	group1
yt-0qWYjx341mc_7.mp4	yawning	group3
yt-ebzrQh5ErI4_3.mp4	yawning	group4
yt-Bejo5TLEpg4_36.mp4	yawning	group5
xtIv_5iIk18_2.mp4	yawning	group1
yt-fq7m668hqZo_39.mp4	yawning	group2
yt-qazCIJqjxUU_3.mp4	yawning	group3
yt-bshHX6vWLtA_84.mp4	flying	group1
yt-s2tZ2NIQrxg_175.mp4	flying	group2
yt-RO4mhuXBVrY_67.mp4	flying	group3
yt-xqHrTtvFFIs_3.mp4	flying	group4
yt-jgt0PVBUK1Y_580.mp4	gambling	group3
yt-O6W6CZPXvlA_15.mp4	gambling	group4
yt-4rwBpRuHg-c_1308.mp4	gambling	group5
yt-jfPayShydzE_1233.mp4	gambling	group1
yt-AKRjrTvvxFc_1804.mp4	gambling	group2
yt-sxZ_ONShI7U_75.mp4	manicuring	group2
yt-oxUpc8I5wWQ_238.mp4	manicuring	group3
yt-qjg6kRxNXK8_217.mp4	manicuring	group4
yt-QI6k6mhpxLo_453.mp4	manicuring	group5
yt-zgimmOcW5Mc_127.mp4	manicuring	group1
yt-pB9w3AA-woE_37.mp4	pedaling	group3
yt-hTkrnNr39dk_202.mp4	pedaling	group4
yt-EKPrSw5xF7k_112.mp4	pedaling	group5
yt-zam74qlzGtQ_122.mp4	pedaling	group1
yt-PYP0fEQ357c_89.mp4	taping	group4
yt-VTNBCfQxnsk_59.mp4	taping	group5
yt-1ruRqcfBMw0_21.mp4	taping	group1
yt-pO5SVq-9EhU_114.mp4	taping	group2
yt-NLfzvAJgyJ4_120.mp4	taping	group3
yt-Q5wYs9vSzlA_30.mp4	taping	group4
wc-eJe3wXMgTLRV_20.mp4	storming	group3
wc-4cMsVgeKgq_t_1.mp4	storming	group4
wc-q23aBNJMZbnZ_27.mp4	storming	group5
wc-8bTJmWfuVyJ4_8.mp4	storming	group1
ILSVRC2015_train_00574004.mp4	YouTubeBB	group1
ILSVRC2015_train_00552000.mp4	YouTubeBB	group2
ILSVRC2015_train_00632002.mp4	YouTubeBB	group3
ILSVRC2015_test_00004002.mp4	YouTubeBB	group4
ILSVRC2015_train_00339001.mp4	YouTubeBB	group5
ILSVRC2015_train_00415001.mp4	YouTubeBB	group1
ILSVRC2015_train_00515001.mp4	YouTubeBB	group2
ILSVRC2015_train_00743002.mp4	YouTubeBB	group3
ILSVRC2015_train_00423000.mp4	YouTubeBB	group4
ILSVRC2015_train_00515000.mp4	YouTubeBB	group5
ILSVRC2015_train_00568000.mp4	YouTubeBB	group1
ILSVRC2015_train_00339000.mp4	YouTubeBB	group2
ILSVRC2015_train_00507000.mp4	YouTubeBB	group3
ILSVRC2015_train_00485001.mp4	YouTubeBB	group4
ILSVRC2015_train_00704000.mp4	YouTubeBB	group5
ILSVRC2015_train_00708000.mp4	YouTubeBB	group1
ILSVRC2015_train_00568002.mp4	YouTubeBB	group2
ILSVRC2015_train_00497001.mp4	YouTubeBB	group3
ILSVRC2015_train_00415002.mp4	YouTubeBB	group4
ILSVRC2015_train_00743001.mp4	YouTubeBB	group5
ILSVRC2015_train_00743000.mp4	YouTubeBB	group1
ILSVRC2015_train_00415003.mp4	YouTubeBB	group2
ILSVRC2015_train_00415007.mp4	YouTubeBB	group3
ILSVRC2015_train_00587000.mp4	YouTubeBB	group4
ILSVRC2015_train_00743005.mp4	YouTubeBB	group5
ILSVRC2015_train_00599000.mp4	YouTubeBB	group1
ILSVRC2015_train_00753000.mp4	YouTubeBB	group2
ILSVRC2015_train_00595000.mp4	YouTubeBB	group3
ILSVRC2015_train_00495000.mp4	YouTubeBB	group4
ILSVRC2015_train_00155004.mp4	YouTubeBB	group5
ILSVRC2015_train_00521000.mp4	YouTubeBB	group1
ILSVRC2015_train_00696000.mp4	YouTubeBB	group2
ILSVRC2015_train_00303005.mp4	YouTubeBB	group3
ILSVRC2015_train_00415004.mp4	YouTubeBB	group4
ILSVRC2015_train_00578001.mp4	YouTubeBB	group5
ILSVRC2015_train_00354001.mp4	YouTubeBB	group1
ILSVRC2015_train_00405001.mp4	YouTubeBB	group2
ILSVRC2015_train_00450001.mp4	YouTubeBB	group3
ILSVRC2015_train_00405000.mp4	YouTubeBB	group4
ILSVRC2015_train_00354000.mp4	YouTubeBB	group5
ILSVRC2015_train_00743006.mp4	YouTubeBB	group1
ILSVRC2015_train_00578000.mp4	YouTubeBB	group2
ILSVRC2015_train_00415005.mp4	YouTubeBB	group3
ILSVRC2015_train_00517000.mp4	YouTubeBB	group4
ILSVRC2015_train_00417000.mp4	YouTubeBB	group5
ILSVRC2015_train_00574000.mp4	YouTubeBB	group1
ILSVRC2015_train_00682007.mp4	YouTubeBB	group2
ILSVRC2015_test_00012005.mp4	YouTubeBB	group3
ILSVRC2015_train_00745000.mp4	YouTubeBB	group4
ILSVRC2015_train_00638000.mp4	YouTubeBB	group5
ILSVRC2015_train_00067005.mp4	YouTubeBB	group1
ILSVRC2015_train_00661001.mp4	YouTubeBB	group2
ILSVRC2015_train_00001009.mp4	YouTubeBB	group3
ILSVRC2015_train_00761000.mp4	YouTubeBB	group4
ILSVRC2015_train_00638001.mp4	YouTubeBB	group5
ILSVRC2015_train_00274003.mp4	YouTubeBB	group1
ILSVRC2015_train_00610000.mp4	YouTubeBB	group2
ILSVRC2015_train_00682006.mp4	YouTubeBB	group3
ILSVRC2015_train_00219004.mp4	YouTubeBB	group4
ILSVRC2015_train_00692001.mp4	YouTubeBB	group5
ILSVRC2015_train_00378000.mp4	YouTubeBB	group1
ILSVRC2015_train_00425000.mp4	YouTubeBB	group2
ILSVRC2015_train_00446000.mp4	YouTubeBB	group3
ILSVRC2015_train_00682005.mp4	YouTubeBB	group4
ILSVRC2015_train_00460000.mp4	YouTubeBB	group5
ILSVRC2015_train_00560000.mp4	YouTubeBB	group1
ILSVRC2015_train_00067003.mp4	YouTubeBB	group2
ILSVRC2015_train_00278004.mp4	YouTubeBB	group3
ILSVRC2015_train_00572000.mp4	YouTubeBB	group4
ILSVRC2015_train_00472000.mp4	YouTubeBB	group5
ILSVRC2015_train_00323000.mp4	YouTubeBB	group1
ILSVRC2015_train_00165012.mp4	YouTubeBB	group2
ILSVRC2015_train_00411000.mp4	YouTubeBB	group3
ILSVRC2015_train_00444000.mp4	YouTubeBB	group4
ILSVRC2015_train_00411001.mp4	YouTubeBB	group5
ILSVRC2015_train_00368000.mp4	YouTubeBB	group1
ILSVRC2015_train_00165013.mp4	YouTubeBB	group2
ILSVRC2015_train_00572001.mp4	YouTubeBB	group3
ILSVRC2015_train_00556000.mp4	YouTubeBB	group4
ILSVRC2015_train_00364000.mp4	YouTubeBB	group5
ILSVRC2015_train_00682000.mp4	YouTubeBB	group1
ILSVRC2015_train_00628000.mp4	YouTubeBB	group2
ILSVRC2015_train_00165011.mp4	YouTubeBB	group3
ILSVRC2015_train_00661004.mp4	YouTubeBB	group4
ILSVRC2015_train_00079001.mp4	YouTubeBB	group5
ILSVRC2015_train_00219003.mp4	YouTubeBB	group1
ILSVRC2015_train_00682003.mp4	YouTubeBB	group2
ILSVRC2015_train_00569003.mp4	YouTubeBB	group3
ILSVRC2015_train_00044004.mp4	YouTubeBB	group4
ILSVRC2015_train_00371013.mp4	YouTubeBB	group5
ILSVRC2015_train_00165009.mp4	YouTubeBB	group1
ILSVRC2015_train_00750000.mp4	YouTubeBB	group2
ILSVRC2015_train_00418003.mp4	YouTubeBB	group3
ILSVRC2015_train_00165008.mp4	YouTubeBB	group4
ILSVRC2015_train_00484001.mp4	YouTubeBB	group5
ILSVRC2015_train_00584001.mp4	YouTubeBB	group1
ILSVRC2015_train_00371012.mp4	YouTubeBB	group2
ILSVRC2015_train_00371006.mp4	YouTubeBB	group3
ILSVRC2015_train_00569002.mp4	YouTubeBB	group4
ILSVRC2015_train_00469000.mp4	YouTubeBB	group5
ILSVRC2015_train_00414000.mp4	YouTubeBB	group1
ILSVRC2015_train_00373001.mp4	YouTubeBB	group2
ILSVRC2015_train_00371010.mp4	YouTubeBB	group3
ILSVRC2015_train_00565000.mp4	YouTubeBB	group4
ILSVRC2015_train_00465000.mp4	YouTubeBB	group5
ILSVRC2015_train_00418000.mp4	YouTubeBB	group1
ILSVRC2015_train_00418001.mp4	YouTubeBB	group2
ILSVRC2015_train_00518001.mp4	YouTubeBB	group3
ILSVRC2015_train_00404004.mp4	YouTubeBB	group4
ILSVRC2015_train_00479004.mp4	YouTubeBB	group5
ILSVRC2015_train_00373000.mp4	YouTubeBB	group1
ILSVRC2015_train_00441000.mp4	YouTubeBB	group2
ILSVRC2015_train_00479000.mp4	YouTubeBB	group3
ILSVRC2015_train_00404000.mp4	YouTubeBB	group4
ILSVRC2015_train_00355000.mp4	YouTubeBB	group5
ILSVRC2015_train_00324000.mp4	YouTubeBB	group1
ILSVRC2015_train_00575000.mp4	YouTubeBB	group2
ILSVRC2015_train_00697001.mp4	YouTubeBB	group3
ILSVRC2015_train_00408000.mp4	YouTubeBB	group4
ILSVRC2015_train_00768002.mp4	YouTubeBB	group5
ILSVRC2015_train_00001012.mp4	YouTubeBB	group1
ILSVRC2015_train_00416000.mp4	YouTubeBB	group2
ILSVRC2015_train_00516000.mp4	YouTubeBB	group3
ILSVRC2015_train_00247001.mp4	YouTubeBB	group4
ILSVRC2015_train_00418004.mp4	YouTubeBB	group5
ILSVRC2015_train_00689000.mp4	YouTubeBB	group1
ILSVRC2015_train_00324001.mp4	YouTubeBB	group2
ILSVRC2015_train_00551000.mp4	YouTubeBB	group3
ILSVRC2015_train_00451000.mp4	YouTubeBB	group4
ILSVRC2015_train_00479001.mp4	YouTubeBB	group5
ILSVRC2015_train_00292006.mp4	YouTubeBB	group1
ILSVRC2015_train_00532000.mp4	YouTubeBB	group2
ILSVRC2015_train_00569004.mp4	YouTubeBB	group3
ILSVRC2015_train_00682009.mp4	YouTubeBB	group4
ILSVRC2015_train_00363000.mp4	YouTubeBB	group5
ILSVRC2015_train_00569006.mp4	YouTubeBB	group1
ILSVRC2015_train_00479003.mp4	YouTubeBB	group2
ILSVRC2015_train_00404003.mp4	YouTubeBB	group3
ILSVRC2015_train_00001011.mp4	YouTubeBB	group4
ILSVRC2015_train_00594000.mp4	YouTubeBB	group5
ILSVRC2015_train_00723001.mp4	YouTubeBB	group1
ILSVRC2015_train_00594001.mp4	YouTubeBB	group2
ILSVRC2015_train_00418007.mp4	YouTubeBB	group3
ILSVRC2015_train_00768000.mp4	YouTubeBB	group4
ILSVRC2015_train_00715000.mp4	YouTubeBB	group5
ILSVRC2015_train_00324002.mp4	YouTubeBB	group1
ILSVRC2015_train_00479002.mp4	YouTubeBB	group2
ILSVRC2015_train_00292005.mp4	YouTubeBB	group3
ILSVRC2015_train_00707000.mp4	YouTubeBB	group4
ILSVRC2015_train_00569007.mp4	YouTubeBB	group5
ILSVRC2015_train_00652001.mp4	YouTubeBB	group1
ILSVRC2015_train_00017007.mp4	YouTubeBB	group2
ILSVRC2015_train_00379000.mp4	YouTubeBB	group3
ILSVRC2015_train_00536000.mp4	YouTubeBB	group4
ILSVRC2015_train_00447000.mp4	YouTubeBB	group5
ILSVRC2015_train_00693000.mp4	YouTubeBB	group1
ILSVRC2015_train_00559000.mp4	YouTubeBB	group2
ILSVRC2015_train_00471000.mp4	YouTubeBB	group3
ILSVRC2015_train_00524001.mp4	YouTubeBB	group4
ILSVRC2015_train_00547001.mp4	YouTubeBB	group5
ILSVRC2015_train_00415009.mp4	YouTubeBB	group1
ILSVRC2015_train_00563000.mp4	YouTubeBB	group2
ILSVRC2015_train_00463000.mp4	YouTubeBB	group3
ILSVRC2015_train_00369004.mp4	YouTubeBB	group4
ILSVRC2015_train_00303008.mp4	YouTubeBB	group5
ILSVRC2015_train_00351000.mp4	YouTubeBB	group1
ILSVRC2015_train_00185002.mp4	YouTubeBB	group2
ILSVRC2015_train_00394000.mp4	YouTubeBB	group3
ILSVRC2015_train_00611000.mp4	YouTubeBB	group4
ILSVRC2015_train_00066005.mp4	YouTubeBB	group5
ILSVRC2015_train_00074011.mp4	YouTubeBB	group1
ILSVRC2015_train_00756000.mp4	YouTubeBB	group2
ILSVRC2015_train_00555002.mp4	YouTubeBB	group3
ILSVRC2015_train_00613000.mp4	YouTubeBB	group4
ILSVRC2015_train_00396000.mp4	YouTubeBB	group5
ILSVRC2015_train_00601000.mp4	YouTubeBB	group1
ILSVRC2015_train_00524006.mp4	YouTubeBB	group2
ILSVRC2015_train_00762000.mp4	YouTubeBB	group3
ILSVRC2015_train_00384000.mp4	YouTubeBB	group4
ILSVRC2015_train_00654000.mp4	YouTubeBB	group5
ILSVRC2015_train_00087003.mp4	YouTubeBB	group1
ILSVRC2015_train_00725000.mp4	YouTubeBB	group2
ILSVRC2015_train_00369002.mp4	YouTubeBB	group3
ILSVRC2015_train_00473001.mp4	YouTubeBB	group4
ILSVRC2015_train_00042003.mp4	YouTubeBB	group5
ILSVRC2015_train_00251004.mp4	YouTubeBB	group1
ILSVRC2015_test_00001002.mp4	YouTubeBB	group2
ILSVRC2015_train_00369000.mp4	YouTubeBB	group3
ILSVRC2015_train_00538000.mp4	YouTubeBB	group4
ILSVRC2015_train_00545000.mp4	YouTubeBB	group5
ILSVRC2015_train_00434000.mp4	YouTubeBB	group1
ILSVRC2015_train_00549000.mp4	YouTubeBB	group2
ILSVRC2015_train_00318000.mp4	YouTubeBB	group3
ILSVRC2015_train_00457000.mp4	YouTubeBB	group4
ILSVRC2015_train_00549001.mp4	YouTubeBB	group5
ILSVRC2015_train_00538001.mp4	YouTubeBB	group1
ILSVRC2015_train_00251005.mp4	YouTubeBB	group2
ILSVRC2015_train_00042002.mp4	YouTubeBB	group3
ILSVRC2015_train_00473000.mp4	YouTubeBB	group4
ILSVRC2015_train_00322000.mp4	YouTubeBB	group5
yt-1iB2ofPY1U8_16.mp4	mowing	group4
yt-hOtj2y9VWrc_354.mp4	mowing	group5
yt-ZdXwVfF6T-s_25.mp4	mowing	group1
yt-7SsfOM7v3ns_56.mp4	mowing	group2
yt-MSdNCUWOp4o_4.mp4	saluting	group5
yt-1V0KJEc4cJ4_203.mp4	saluting	group1
bing-www_msn_com_en-us_video_news_tommy-lasorda-salutes-national-league-champs_vp-AAtLThQ_4.mp4	saluting	group2
yt-BAQ3Xhm_PPE_23.mp4	saluting	group3
yt-F3hhts3bwWg_25.mp4	launching	group2
yt--WPE_4bqQXc_26.mp4	launching	group3
yt-QytEkcDtaQA_9.mp4	launching	group4
yt-EZCX42e_bkc_78.mp4	launching	group5
yt-T1mMDOVjvrE_83.mp4	spraying	group5
yt-78k6vUHDWAI_206.mp4	spraying	group1
yt-fGN7sGPy8BA_13.mp4	spraying	group2
yt-jy7rAnpu0u8_128.mp4	spraying	group3
yt-xrPrnzvWUkY_7.mp4	pressing	group3
yt-Y32yFYRmNVU_22.mp4	pressing	group4
wc-NVeGRb_y_y_5_36.mp4	pressing	group5
wc-auTIuWLTxxkn_5.mp4	pressing	group1
yt-8vm83GUgYxI_1.mp4	drainning	group2
yt-0lfSyC79n14_7.mp4	drainning	group3
yt-RWN5qOIgqec_25.mp4	drainning	group4
yt-gDZnJCR2uXI_18.mp4	drainning	group5
yt-MhW2fU45JK8_544.mp4	drainning	group1
yt-UPgF4YAHBQY_33.mp4	drainning	group2
yt-BJsMGxfjrZk_59.mp4	drainning	group3
flickr-51283549@N02-23064904264_16.mp4	walking	group5
flickr-reginahart-31964450591_23.mp4	walking	group1
yt--7-rH4IBKLE_19.mp4	walking	group2
yt-q9-_bG9ry3E_5.mp4	walking	group3
wc-jujp1kJRHrkJ_54.mp4	working	group1
yt-HRuCkU_kBoE_239.mp4	working	group2
gHYomsO1dSU_5.mp4	working	group3
wc-7ugQ0V4lxYkJ_131.mp4	working	group4
yt-yPl8LcgSMjo_32.mp4	picking	group2
yt-MXCxHM_Ms8A_15.mp4	picking	group3
yt-PREz5XiiXg0_107.mp4	picking	group4
yt-28ODBE9bVh0_44.mp4	picking	group5
yt-7K5X1G7Cpls_965.mp4	knitting	group2
yt-gmFYJR5ABNs_305.mp4	knitting	group3
yt-sa-EMUqvd5w_245.mp4	knitting	group4
yt-3V8US8ZD3NU_229.mp4	knitting	group5
yt-kYMffy4hTMo_107.mp4	knitting	group1
yt-fEIplXEqgCc_14.mp4	riding	group3
yt-w3c67AYl0rM_170.mp4	riding	group4
yt-mHLTJkMrkZI_143.mp4	riding	group5
yt-MXLxcvKZDHw_22.mp4	riding	group1
yt-DpLc4e4bpu0_1467.mp4	riding	group2
yt-3eQHOLBzOqA_100.mp4	riding	group3
yt-qBPDvSQD0XY_5.mp4	riding	group4
yt-FR_Y1Mm8BwQ_53.mp4	kicking	group5
yt-sBdvBO-TPNM_8.mp4	kicking	group1
yt-nEGmBw5Bn58_18.mp4	kicking	group2
yt-DWsFRl5bXs8_23.mp4	kicking	group3
yt-YxVIDs9oN50_3.mp4	kicking	group4
yt-Xkx53mjgj2E_30.mp4	kicking	group5
yt-FH07OivQGOM_30.mp4	queuing	group3
yt-sXy_bKQE-8U_7.mp4	queuing	group4
yt-mj82m2mHYG4_6.mp4	queuing	group5
yt-ZPRkoZyAmfg_35.mp4	queuing	group1
yt-Wf-RauSbVgA_56.mp4	shredding	group2
yt-RqWnxg1wT-0_41.mp4	shredding	group3
yt-omUwZYZrWy0_375.mp4	shredding	group4
yt-7VVzNnp36DM_78.mp4	shredding	group5
yt-cJ7-H1Dckpk_33.mp4	shredding	group1
yt-N1ZrWT4xyzc_85.mp4	shredding	group2
yt-ebylvieB_4g_16.mp4	shredding	group3
yt-7VVzNnp36DM_62.mp4	tearing	group1
yt-2cwARrUMj40_67.mp4	tearing	group2
yt-mQRzWCcKOR8_28.mp4	tearing	group3
yt-fqbi4rGc9dk_65.mp4	tearing	group4
yt-HPjLtkyzN3E_101.mp4	towing	group4
yt-rqYMMAU_GJs_91.mp4	towing	group5
yt-KC6I552mXwM_6.mp4	towing	group1
yt-WTxvvlP8xnw_113.mp4	towing	group2
yt-65cexqxy5lU_35.mp4	waking	group4
yt-M8wvzt_BMXM_173.mp4	waking	group5
yt-YWfInCviN1s_126.mp4	waking	group1
yt-Gam0NeyyG8w_22.mp4	waking	group2
wc-b4Oquu3WQPRz_45.mp4	pointing	group2
wc-PsidKmkEV7Km_14.mp4	pointing	group3
wc-AJxbR6daLxMM_5.mp4	pointing	group4
wc-hmW1OnCPF_xn_37.mp4	pointing	group5
wc-16LozRfhUGea_49.mp4	pointing	group1
yt-wb0vMCXWj84_229.mp4	digging	group4
yt-Snha8C5YOiY_70.mp4	digging	group5
yt-r7brAHgxZSU_248.mp4	digging	group1
yt-zydTlQGCUjQ_277.mp4	digging	group2
yt-Snha8C5YOiY_26.mp4	digging	group3
yt-1UFhynm5g6Y_266.mp4	digging	group4
yt-PRqnM7xDsus_24.mp4	digging	group5
yt-1VTxnf2hZ0w_675.mp4	digging	group1
yt-EuyfT0PuOoQ_91.mp4	brushing	group2
yt-2wb0b0pdSxU_59.mp4	brushing	group3
